0	0.014957666397094727
10	0.021940946578979492
20	0.060849666595458984
30	0.09875059127807617
40	0.07913422584533691
50	0.1546182632446289
60	0.11124467849731445
70	0.21487736701965332
80	0.22240185737609863
90	0.33809542655944824
100	0.43564343452453613
110	0.3675198554992676
120	0.3012230396270752
130	0.2353670597076416
140	0.38892269134521484
150	0.7355384826660156
160	0.6822540760040283
170	0.4832777976989746
180	0.6024227142333984
190	1.1027534008026123
200	0.7795510292053223
210	1.3940761089324951
220	1.068774938583374
230	0.9400520324707031
240	1.247812271118164
250	1.2596614360809326
260	2.7226734161376953
270	2.4705238342285156
280	1.2253079414367676
290	1.8352019786834717
300	1.7326362133026123
310	1.6676056385040283
320	2.432525634765625
330	2.9992361068725586
340	2.444047451019287
350	2.2382569313049316
360	3.6974878311157227
370	2.036118268966675
380	3.276341676712036
390	3.6765942573547363
400	3.078946828842163
410	2.8519861698150635
420	3.686373233795166
430	2.709581136703491
440	3.5252087116241455
450	3.7269020080566406
460	3.9304637908935547
470	4.870812654495239
480	4.639685153961182
490	4.839869022369385
