0	0.007978200912475586
10	0.014959573745727539
20	0.028952836990356445
30	0.05486321449279785
40	0.058873653411865234
50	0.16954565048217773
60	0.15230822563171387
70	0.3476402759552002
80	0.24486017227172852
90	0.35124945640563965
100	0.7522323131561279
110	0.507195234298706
120	0.559401273727417
130	0.48723435401916504
140	0.6539900302886963
150	0.715522289276123
160	1.2168357372283936
170	0.8497247695922852
180	0.9097790718078613
190	1.0202701091766357
200	1.0435047149658203
210	1.3747735023498535
220	1.9659819602966309
230	1.416243076324463
240	1.8098626136779785
250	2.3203723430633545
260	1.9206411838531494
270	2.799506902694702
280	1.881995677947998
290	2.5729920864105225
300	2.8375496864318848
310	2.993300199508667
320	3.247022867202759
330	3.0946738719940186
340	3.8934531211853027
350	3.871027708053589
360	4.310211896896362
370	3.2405335903167725
380	4.045108795166016
390	5.573197841644287
400	3.63783860206604
410	4.486677646636963
420	6.214162349700928
430	6.107949495315552
440	7.142565011978149
450	6.215154409408569
460	7.050745010375977
470	5.729919910430908
480	8.698118209838867
490	6.473041772842407
